입찰공고명,공고기관명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소
미래 합동작전과 해군.해병대 공동 비전 연구,공군미사일방어사령부,91348428.0,89.42,2016-10-27,,전건욱,,
산업협력 제도 시행을 위한 세부 방안 연구,육군본부,,82.615,2023-04-14,,,박계향,
(207134-H)국방보안조사 분석시스템 HW구매(리스물건),해군본부,549816678.0,,2023-01-31,호원대학교 산학협력단,허건영,,대전광역시 대덕구 대전로1397번안길70-0 (읍내동)
22-해병-지능형 사이버침해사고 조사분석체계 구축,국방대학교,,88.642,,주식회사 글로벌메타,조명지,최영상,"서울특별시 강남구 남부순환로365길 5, 중명 213(도곡동)"
(226220-F)발광분광 분석기 구매,육군교육사령부,,,2023-08-17,,,박계향,
화생방 방호물자 적정방호 수준 연구,국군재정관리단,,75.45,2019-10-17,,권오성,,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)"
미래 전장에서 승리하기 위한 육군전략 발전 연구,방위사업청(운영지원과),46110612.0,,2018-03-16,주식회사 인섹사이버시큐리티,배용수,이영미,서울특별시 송파구 법원로11길25-0 (문정동) 에이치비지니스파크 A동 1009호
Edu-Tech 교육체계 개발 연구용역,국군재정관리단,90262722.0,88.019,2019-07-12,건양대학교 산학협력단,정의승,가회광,강원특별자치도 강릉시 범일로579번길24(내곡동)
전자기스펙트럼 측정/분석체계 운용방안 연구,국방부(운영지원과),,,2022-10-08,,,,
군사시설부문 온실가스 감축 계획수립 연구,방위사업청(운영지원과),61081286.0,,2018-06-08,사단법인 미래안보산업전략연구원,김근우,정관용,"경기도 용인시 기흥구 덕영대로1732-0 (서천동, 경희대학교 국제캠퍼스내)"
해양 무인무기체계별 효과도 분석 통한 전력소요 검증,국군재정관리단,34371414.0,,,한국해양대학교산학협력단,박충권,정택호,경기도 수원시 영통구 신원로306-0 (원천동) 이노플렉스 1동 1101호
군수 빅데이터 수집/분석체계 구축 BPR/ISP 감리,육군본부,,101.937,2022-03-29,,,오지수,
CN-235 항공기 특성(RCS/IR Signature) 연구,육군교육사령부,63135975.0,,,,,이기찬,
하이드로릭 입자분석기 구매,합동참모본부,54501241.0,82.76,,사단법인 안보경영연구원,김형철,,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)"
교육장비(질량분석기) 구매,국방부(운영지원과),31910995.0,82.071,2020-07-01,육군사관학교 산학협력단,김진욱,방윤지,서울특별시 서초구 서초동1432-13 202
국방특허 권리이전 업무를 위한 특허 권리분석(1차),공군본부,13828855.0,,2024-06-06,주식회사 제이에스시솔루션,김동준,전형준,"서울특별시 구로구 디지털로33길11-0 (구로동, 에이스 테크노타워8) 1406호"
K9자주포 연료펌프 성능개선 시제품 개발 기술 용역,공군교육사령부,101338755.0,,2024-08-03,,,이경은,
24년 전투발전 연구 용역(2),방위사업청(운영지원과),209544402.0,,,한남대학교 산학협력단,김한욱,한상동,"서울특별시 성북구 정릉로161 6층(정릉동, 정의관)"
함정 총수명주기 고려 탑재장비 획득방안 연구 용역,국군재정관리단,,90.328,,,,,
생화학분석기(동물용) 1항목 구매(의무),육군교육사령부,564102860.0,,2019-12-28,주식회사 공공정책성과평가연구원,조완제,박장권,서울특별시 용산구 한강대로46길25-0 (한강로2가) 401호
병리장비소모품(생화학 자동 분석기 등 84종) 구매,해군군수사령부,253101746.0,95.534,2021-02-19,티엠시 주식회사,김우경,,"서울특별시 강남구 영동대로602, 6층 E170호(삼성동)"
00부대 EMP 보호시설 구축 선행연구 용역,육군공병학교,54164908.0,103.287,2018-05-07,주식회사 에스아이정보기술,박종영,손영옥,"충청북도 청주시 흥덕구 흥덕로151-0 (운천동, 지하1층)"
화학작용제 자동분석기 MM-1 외주정비,국방부조사본부,203796413.0,72.821,,한국과학기술원,엄기숙,유연호,서울특별시 마포구 월드컵북로5길59 (서교동)
공군 3훈비 방호시설 방호성능평가 연구용역,국방부(운영지원과),168774503.0,65.709,2017-10-24,(주)에스코컨설턴트,김정숙,,서울특별시 서대문구 충정로53-0 (충정로2가) 골든타워빌딩 1701호
19년 지형분석장비 교체구매(20196112-G),국군재정관리단,731756699.0,,2017-02-22,,,심지민,
기갑 및 기계화부대 중대급 교전훈련장비 연구용역,국군재정관리단,160774742.0,83.52,,,,,
군사시설부문 온실가스 감축 계획수립 연구,국군의무사령부,,,2021-03-31,,,,
병력책정기준 산정과 연계한 조직진단 기법 체계 연구,공군본부,273231635.0,95.254,2017-10-29,(사)21세기군사연구소,정영욱,이춘근,서울특별시 강동구 양재대로1377 (성내동 삼원빌딩 408호)
AI기반 군집 UAV 해상작전 적용 가능성 연구용역,육군본부,37648027.0,,2018-11-30,,유훈,권시형,
병력책정기준(정보통신분야 임무/기능 적절성 연구),국방부(운영지원과),179938697.0,,2018-08-19,,김규형,정영숙,"전라북도 군산시 임피면 호원대3길 64,"
군 어린이집 운영 발전방안 연구,제5738부대,,,2021-03-16,,,,
전술정보통신체계(TICN) 시설사업기본계획 연구용역,국방부(운영지원과),145188319.0,,2020-02-03,사단법인 한국국방기술학회,이인형,추현아,서울특별시 강서구 마곡중앙8로3길79-0 (마곡동)
AI유무인 복합체계 활용 방안 연구,국방부(운영지원과),251283084.0,,2022-12-23,(주) 한국능률협회컨설팅,김효근,김미정,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)"
22-해군 정보융합관리체계 개념 연구,제9691부대,56032085.0,,,광주과학기술원,이문걸,차윤아,서울특별시 관악구 관악로1 (신림동)
마린온 정비지원체계 방안 연구용역,공군사관학교,,81.007,2020-04-01,주식회사 플랜에이디벨롭먼트,박종호,이재평,"서울특별시 강남구 테헤란로131-0 (역삼동, 한국지식재산센터) 3.9층"
수성사격장 주변지역 주민 의식조사 연구,국군수도병원,,,2019-06-16,주식회사 위우너스,고기종,위정은,"서울특별시 서대문구 수색로138-0, 2층(북가좌동)"
상용 SW(수사데이터 분석 도구) 구매,국군재정관리단,84544564.0,71.345,,주식회사 우성텔레콤,김종광,배미동,경기도 용인시 기흥구 언동로125번길26-1 (중동) A동 402호
철근콘크리트 방폭문 파괴거동분석 및 실증실험 연구,제2879부대,62555064.0,86.409,2016-07-06,,,,
공군 지능형 스마트비행단 성과분석 및 발전방안 연구,국군재정관리단,,83.396,,주식회사 이엠텍아이엔씨,김진욱,,서울특별시 강남구 선릉로64길6-0 (대치동) 2층
드론봇 전투체계 통합관제체계 구축 연구용역,한미연합군사령부,22955260.0,,,국방대학교산학협력단,김진욱,,대전광역시 동구 대학로62-0 (용운동)
기갑 및 기계화부대 중대급 교전훈련장비 연구용역,공군본부,15605358.0,77.256,2016-11-05,(사)21세기군사연구소,임창흥,손보연,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)"
16-상층대기 분석장비 외주정비,국군재정관리단,48289395.0,84.677,,사단법인 안보경영연구원,전건욱,,"서울특별시 강남구 언주로527, 10층 (역삼동)"
23∼27 방위산업발전 기본계획 수립 연구,제9691부대,241094489.0,80.44,2019-11-18,(주)제트코,정순오,김연경,"충청북도 청주시 서원구 수곡로99번길32-2, 101호(수곡동)"
[24-육-6] M&S 체계구축  활용방안 연구,제2879부대,37776083.0,80.358,,(사)대한토목학회,김현성,,경기도 용인시 처인구 모현면 외대로 81()
전시 비상급수 기준 수립 연구,국방부(운영지원과),,,,,전건욱,,
(236367-B)표적분석용 워크스테이션 구매(리스물건),육군본부,,101.789,2022-02-05,주식회사 삼우에이엔씨,정양수,이숙,대전광역시 대덕구 오정로78번길114 2층 (오정동)
K10제독차 조종상자 회로카드 정비기술개발 연구용역,육군본부,302896633.0,,,씨지에스아이티(주),김민구,이수행,"서울특별시 노원구 동일로1456-0 (상계동, 상계주공7단지아파트)"
공무직근로자 등 임금체계실태조사 및 고용환경 분석,공군사관학교,,101.587,2021-05-09,진해상사,이남택,이희섭,"서울특별시 중구 퇴계로27길25, 305호(충무로3가, 청림빌딩)"
국방 데이터 관리체계 수립 연구,육군교육사령부,10065504.0,98.458,2021-08-29,,신관우,김종원,
다락대훈련장 간이 갈등영향분석 연구용역(C037),국군재정관리단,32729490.0,77.439,,주식회사 발렌베리,최동양,이다정,서울특별시 성북구 삼선교로16길116-0 (삼선동2가)
차륜형장갑차 성능개량 사업 비용분석,육군교육사령부,363756890.0,103.273,2022-11-09,소망상사,한경희,이영진,"서울특별시 금천구 가산디지털1로146, 705호(가산동, 대륭테크노타운22차)"
최신 ICT를 적용한 국방컴퓨터체계 운용 방안 연구,방위사업청(운영지원과),73609916.0,84.527,2018-10-02,사단법인 안보경영연구원,,,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)"
군 암호체계 분석보호시스템 분석장비 구매,국군재정관리단,94919750.0,107.218,,(사)국방시설연구협회,김기순,김수정,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)"
22-함정 대기오염 저감방안  설계영향성 연구,공군군수사령부,731226457.0,,2020-03-21,,,,
군 자동소음측정망 설치기준 및 운영방안 연구,육군본부,29509715.0,89.889,2021-12-17,,류장수,,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)"
수도병원 임상의학연구센터 통계프로그램 구매계약,국군복지단,372832159.0,84.034,2017-10-27,(사)한국전략문제연구소,,,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)"
RAM 분석 및 군수지원 분석방법 선진화 연구(1차),국군재정관리단,85950006.0,88.798,,사단법인 안보경영연구원,전건욱,김한욱,"서울특별시 강남구 언주로527, 10층 (역삼동)"
(227013-D)이동식 취약점 분석평가 체계 구축사업,육군본부,402591090.0,107.681,2020-12-07,주식회사 에스앤피,김정한,박병희,서울특별시 구로구 디지털로26길5-0 (구로동) 1404호
국방대학교 안보현안분석 등 2종 인쇄 용역,육군본부,94537941.0,82.237,2022-07-31,,,전희수,
활주로 피해복구용 골재 품질기준 및 관리방안 연구,제5군단사령부,58015953.0,,2017-10-31,,,이창환,
무기거래조약에 따른 수출입통제 개선방안 연구,국방부(운영지원과),38181442.0,78.268,2018-01-20,(사)한국위기관리연구소,황현식,박재범,경기도 성남시 수정구 창업로42(시흥동) 판교제2테크노밸리 경기기업성장센터 532호
18년 발칸 추적훈련 분석기(제조),국군재정관리단,93052034.0,,2020-12-12,한국지식재산연구원,이재원,김채미,"서울특별시 구로구 디지털로288, 18층 1806호(구로동, 대륭포스트타워1차)"
정밀루트 및 문화재 지표조사 연구용역,해군본부,182884727.0,,,한성대학교 산학협력단,김영욱,권시형,"서울특별시 성북구 정릉로161 6층(정릉동, 정의관)"
「국방혁신 4.0 기본계획」 수정1호 발전방안 연구,국군재정관리단,6050637.0,81.528,2019-11-16,주식회사 인섹사이버시큐리티,권수민,현영철,"서울특별시 영등포구 선유로 70, 우리벤처타운2303호(문래동3가)"
[24-육-219] 자동차(외산)포렌식 분석 KIT(리스),공군사관학교,76310742.0,110.581,2023-01-18,주식회사 해피트리,김화경,최유진,"서울특별시 금천구 가산디지털1로30,1712호 (가산동,에이스하이엔드타워10차)"
차세대 첨단함정 건조가능성 연구용역(2019H044-B),육군군수사령부,,100.143,,사단법인 안보경영연구원,박정기,,"서울특별시 강남구 언주로527, 10층 (역삼동)"
군 자동소음측정망 설치기준 및 운영방안 연구,국군재정관리단,68430553.0,,2019-09-12,주식회사 우진지앤에스,전동애,서경희,"경기도 고양시 일산동구 백마로223, 431호(장항동, 현대에뜨레보)"
23년 전투발전 연구용역(3),방위사업청(운영지원과),219472008.0,74.837,2017-03-04,서울대학교 산학협력단,,정혜원,
해군조직 및 갈등특성에 부합한 갈등관리 방안 연구,국군재정관리단,354601285.0,86.665,,(주)지디엘시스템,김한희,김연,경상남도 김해시 삼안로195번길20-23 (삼방동)
동편활주로 재포장사업 선행연구 용역,방위사업청(운영지원과),44751591.0,77.217,,사)한국미래문제연구원,강창선,신명화,서울특별시 성북구 삼선교로16길116-0 (삼선동2가)
23-D-라만분광분석기 구매,방위사업청(운영지원과),36077101.0,,2023-03-24,(주)상일기업,배영훈,정명화,경기도 안양시 동안구 흥안대로445(평촌동) 제6층 615호 안양평촌동지식산업센터
정기기초연구과제연구용역(6. 전장에서포병화력...),국군의무사령부,337614977.0,75.946,2023-05-04,(유)목양,류황건,김경섭,"부산광역시 해운대구 센텀북대로60, 915호"
